#Index Z=1 - Z=32
 0 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.1000e-03 6.9000e-01 0.0000e+00 1.2000e-01 0.0000e+00 0.0000e+00 0.0000e+00 3.0000e-04 0.0000e+00 5.0000e-02 0.0000e+00 5.0000e-02 0.0000e+00 8.0000e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 1 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.1000e-03 6.9000e-01 0.0000e+00 1.2000e-01 0.0000e+00 0.0000e+00 0.0000e+00 3.0000e-04 0.0000e+00 5.0000e-02 0.0000e+00 5.0000e-02 0.0000e+00 8.0000e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 2 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.1000e-03 6.9000e-01 0.0000e+00 1.2000e-01 0.0000e+00 0.0000e+00 0.0000e+00 3.0000e-04 0.0000e+00 5.0000e-02 0.0000e+00 5.0000e-02 0.0000e+00 8.0000e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 3 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.1000e-03 6.9000e-01 0.0000e+00 1.2000e-01 0.0000e+00 0.0000e+00 0.0000e+00 3.0000e-04 0.0000e+00 5.0000e-02 0.0000e+00 5.0000e-02 0.0000e+00 8.0000e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 4 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.1000e-03 6.9000e-01 0.0000e+00 1.2000e-01 0.0000e+00 0.0000e+00 0.0000e+00 3.0000e-04 0.0000e+00 5.0000e-02 0.0000e+00 5.0000e-02 0.0000e+00 8.0000e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 5 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0178e-02 0.0000e+00 0.0000e+00 8.2698e-05 2.5445e-03 1.2336e-03 6.8746e-01 0.0000e+00 1.1873e-01 0.0000e+00 0.0000e+00 0.0000e+00 3.0000e-04 0.0000e+00 4.7455e-02 0.0000e+00 4.7455e-02 0.0000e+00 7.6024e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 6 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.7000e-01 0.0000e+00 0.0000e+00 1.3000e-03 4.0000e-02 3.2000e-03 6.5000e-01 0.0000e+00 1.0000e-01 0.0000e+00 0.0000e+00 0.0000e+00 3.0000e-04 0.0000e+00 1.0000e-02 0.0000e+00 1.0000e-02 0.0000e+00 1.7500e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 7 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.7000e-01 0.0000e+00 0.0000e+00 1.3000e-03 4.0000e-02 3.2000e-03 6.5000e-01 0.0000e+00 1.0000e-01 0.0000e+00 0.0000e+00 0.0000e+00 3.0000e-04 0.0000e+00 1.0000e-02 0.0000e+00 1.0000e-02 0.0000e+00 1.7500e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 8 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.3062e-02 0.0000e+00 7.4703e-01 0.0000e+00 0.0000e+00 2.3335e-03 3.1388e-02 3.2000e-03 1.3326e-01 0.0000e+00 3.1101e-02 0.0000e+00 0.0000e+00 0.0000e+00 3.0000e-04 0.0000e+00 1.7321e-03 0.0000e+00 1.7321e-03 0.0000e+00 2.5144e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 9 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.0000e-02 0.0000e+00 8.4000e-01 0.0000e+00 0.0000e+00 2.5000e-03 3.0000e-02 3.2000e-03 5.0000e-02 0.0000e+00 2.0000e-02 0.0000e+00 0.0000e+00 0.0000e+00 3.0000e-04 0.0000e+00 4.0000e-04 0.0000e+00 4.0000e-04 0.0000e+00 1.0000e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
